File	Season	Rundle	Match Day	MatchID	Opponent	Result	Score	Record	Rank
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 14	5898627	FrostM2	W	9(6)-3(3)	8-5-1	11
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 15	5911719	Lima-BybellD	W	4(3)-3(3)	9-5-1	9
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 16	5924815	SmithT04	L	4(3)-5(4)	9-6-1	9
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 17	5937907	BarrettCK	W	2(1)-0(F)	10-6-1	8
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 18	5950997	McCauleyJJ	W	6(3)-2(1)	11-6-1	6
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 19	5964089	UdvariJ	W	5(3)-3(3)	12-6-1	6
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 20	5977181	DraperC	L	0(0)-2(1)	12-7-1	6
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 21	5990273	ReitenauerM	W	1(2)-0(1)	13-7-1	5
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 22	6003365	FoleyB2	L	2(1)-4(2)	13-8-1	7
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 23	6016457	SchenkelbergE	W	4(3)-3(3)	14-8-1	6
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 24	6029549	Andersonc420	W	7(5)-0(1)	15-8-1	5
LL Profile_ MiltonM.htm	LL93 Results	Rundle E Central Div 1	Match Day 25	6042641	LemkeN	T	3(3)-3(2)	15-8-2	4
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 1	5404342	GreinetzK	L	0(0)-5(2)	0-1-0	35
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 2	5417294	FaurholtE2	W	4(3)-1(1)	1-1-0	23
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 3	5430246	TestermanD	L	2(3)-3(3)	1-2-0	27
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 4	5443198	NeslerJ	L	1(2)-3(2)	1-3-0	31
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 5	5456132	BeinishB	L	0(0)-1(2)	1-4-0	32
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 6	5469084	BoehmA	T	3(3)-3(3)	1-4-1	30
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 7	5482036	EnglA	W	4(4)-1(2)	2-4-1	26
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 8	5494988	LorenzoR2	T	1(2)-1(1)	2-4-2	27
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 9	5507940	UdvariJ	W	3(3)-1(2)	3-4-2	20
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 10	5520892	WessA	W	5(3)-0(F)	4-4-2	18
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 11	5533844	JonesC18	T	1(2)-1(2)	4-4-3	17
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 12	5546796	KaridesS	W	7(5)-3(2)	5-4-3	15
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 13	5559748	Jonesa97	T	3(1)-3(1)	5-4-4	14
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 14	5572700	DaughertyK	W	5(4)-4(3)	6-4-4	11
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 15	5585652	SullivanD	L	1(1)-4(3)	6-5-4	14
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 16	5598604	DraperC	T	1(2)-1(2)	6-5-5	15
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 17	5611556	LeonardJ2	T	3(3)-3(2)	6-5-6	15
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 18	5624508	BlackA2	W	4(4)-3(2)	7-5-6	13
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 19	5637460	GereckeR	W	4(4)-3(3)	8-5-6	11
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 20	5650412	SwaykusM	T	3(3)-3(1)	8-5-7	11
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 21	5663364	BellG	T	2(2)-2(2)	8-5-8	12
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 22	5676316	ZiegeweidL	W	4(2)-0(0)	9-5-8	9
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 23	5689259	RogersM2	L	1(2)-3(3)	9-6-8	11
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 24	5702211	BlackB	W	2(3)-1(2)	10-6-8	9
LL Profile_ MiltonM.htm	LL92 Results	Rundle E Central Div 1	Match Day 25	5715163	McCauleyJJ	L	2(3)-7(5)	10-7-8	9
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 1	5090573	ReadlingM	W	6(5)-5(3)	1-0-0	13
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 2	5103113	SaulD	L	3(2)-6(4)	1-1-0	22
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 3	5115653	KatzerK	T	4(3)-4(3)	1-1-1	21
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 4	5128193	AliMinna	W	5(3)-3(1)	2-1-1	13
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 5	5140733	McCarthyTG	W	3(2)-0(F)	3-1-1	8
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 6	5153273	UdvariJ	L	1(2)-5(4)	3-2-1	13
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 7	5165813	WessA	L	0(1)-2(1)	3-3-1	17
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 8	5178353	McDermottME	W	3(2)-0(1)	4-3-1	14
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 9	5190893	BlackA2	T	3(3)-3(2)	4-3-2	14
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 10	5203433	Harwell-DyeS	W	5(3)-4(3)	5-3-2	12
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 11	5215973	GibbonsM	W	4(3)-2(1)	6-3-2	10
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 12	5228513	JonesC18	L	3(3)-4(3)	6-4-2	14
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 13	5241053	SwaykusM	W	2(2)-1(2)	7-4-2	12
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 14	5253593	AsamK	W	5(3)-2(1)	8-4-2	9
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 15	5266133	BrooksBR	L	3(3)-4(2)	8-5-2	12
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 16	5278673	FaurholtE2	L	0(1)-5(2)	8-6-2	16
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 17	5291207	DaughertyK	T	3(3)-3(1)	8-6-3	15
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 18	5303745	LemkeN	L	0(1)-3(3)	8-7-3	17
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 19	5316286	JugeD	L	3(2)-4(4)	8-8-3	18
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 20	5328827	LeonardJ2	W	2(2)-0(0)	9-8-3	15
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 21	5341368	GorderC	T	1(2)-1(1)	9-8-4	15
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 22	5353909	ZiegeweidL	W	6(4)-3(3)	10-8-4	13
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 23	5366441	LindemulderA	W	6(3)-2(3)	11-8-4	13
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 24	5378982	PiperB	T	5(4)-5(3)	11-8-5	13
LL Profile_ MiltonM.htm	LL91 Results	Rundle E Central Div 1	Match Day 25	5391523	LorenzoR2	L	2(3)-6(5)	11-9-5	13
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 1	4782870	DalagerB	T	5(3)-5(4)	0-0-1	13
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 2	4795050	BybellP	L	2(1)-5(4)	0-1-1	23
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 3	4807222	DoromalJ	W	4(3)-3(2)	1-1-1	20
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 4	4819402	BaltruzakJ	L	3(2)-7(5)	1-2-1	23
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 5	4831582	AgaseJ	T	2(1)-2(2)	1-2-2	25
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 6	4843762	LindemulderA	W	3(2)-0(1)	2-2-2	18
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 7	4855942	LemkeB	L	0(1)-3(2)	2-3-2	22
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 8	4868122	BrandauB	W	2(2)-0(1)	3-3-2	19
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 9	4880303	EckesC	T	1(2)-1(2)	3-3-3	20
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 10	4892481	HermanP	L	1(1)-3(2)	3-4-3	23
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 11	4904659	BaerB	W	5(3)-2(1)	4-4-3	16
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 12	4916837	SaulD	W	8(4)-3(3)	5-4-3	11
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 13	4929015	SullivanN	L	1(2)-8(5)	5-5-3	19
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 14	4941193	SmallD	L	2(2)-4(4)	5-6-3	19
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 15	4953371	BaerA	L	1(2)-6(4)	5-7-3	24
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 16	4965549	MorganD2	L	2(2)-4(3)	5-8-3	25
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 17	4977727	SwaykusM	L	3(2)-4(3)	5-9-3	27
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 18	4989905	HinesD	L	7(5)-9(6)	5-10-3	28
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 19	5002083	BarteltR	L	5(3)-6(4)	5-11-3	29
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 20	5014261	McCarthyG	L	1(2)-3(3)	5-12-3	30
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 21	5026439	SmallJ	L	3(3)-4(3)	5-13-3	30
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 22	5038617	BoehmA	W	4(3)-3(2)	6-13-3	30
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 23	5050795	NelsenK	W	5(4)-3(2)	7-13-3	29
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 24	5062973	KopnickB	L	1(1)-4(4)	7-14-3	30
LL Profile_ MiltonM.htm	LL90 Results	Rundle D Central Div 1	Match Day 25	5075167	Jonesa97	W	5(3)-1(2)	8-14-3	27
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 1	4489231	TrundyJ	L	1(2)-5(3)	0-1-0	23
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 2	4501201	El GabbaniY	L	6(4)-8(4)	0-2-0	25
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 3	4513173	Kniggeh	W	5(4)-3(1)	1-2-0	19
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 4	4525145	GiordanoJ22	L	1(2)-5(4)	1-3-0	21
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 5	4537117	VarneyK2	W	4(3)-0(0)	2-3-0	16
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 6	4549089	O'ConnellL	W	4(2)-1(1)	3-3-0	15
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 7	4561061	WoodR8	W	7(3)-0(0)	4-3-0	8
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 8	4573033	ShieuW	L	2(2)-3(3)	4-4-0	10
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 9	4585005	SparksE	W	3(2)-0(F)	5-4-0	11
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 10	4596977	RostN	L	1(2)-2(3)	5-5-0	11
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 11	4608949	GorderC	T	2(2)-2(1)	5-5-1	12
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 12	4620921	LamazaresG	L	1(2)-3(3)	5-6-1	13
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 13	4632893	McCarthyG	W	3(3)-2(2)	6-6-1	12
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 14	4644865	MakkerN	W	8(5)-0(F)	7-6-1	11
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 15	4656836	LeavyJ	L	2(2)-8(5)	7-7-1	12
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 16	4668806	StableinD	L	2(3)-3(3)	7-8-1	12
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 17	4680776	FinneyB	L	4(3)-7(5)	7-9-1	15
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 18	4692746	ZmaczynskiJ	T	2(3)-2(2)	7-9-2	14
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 19	4704716	MorganM3	W	3(2)-0(F)	8-9-2	12
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 20	4716686	SchrammA	W	8(5)-0(F)	9-9-2	11
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 21	4728656	SteinB4	T	1(2)-1(2)	9-9-3	11
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 22	4740626	AndersonCrunchy	W	6(3)-2(1)	10-9-3	11
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 23	4752596	MendelG	W	2(1)-0(F)	11-9-3	10
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 24	4764566	CainAM	L	0(1)-3(3)	11-10-3	10
LL Profile_ MiltonM.htm	LL89 Results	Rundle R Bayou	Match Day 25	4776536	Wrublez	T	3(3)-3(2)	11-10-4	10
